"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Practical Monitoring of Undergrown Pigs for IoT-Based Large-Scale Smart Farm","S. Lee; H. Ahn; J. Seo; Y. Chung; D. Park; S. Pan","Department of Computer Convergence Software, Korea University—Sejong, Sejong, South Korea; Department of Computer Convergence Software, Korea University—Sejong, Sejong, South Korea; Department of Computer Convergence Software, Korea University—Sejong, Sejong, South Korea; Department of Computer Convergence Software, Korea University—Sejong, Sejong, South Korea; Department of Computer Convergence Software, Korea University—Sejong, Sejong, South Korea; Department of Electronics Engineering, Chosun University, Gwangju, South Korea","IEEE Access","9 Dec 2019","2019","7","","173796","173810","Taking care of individual pigs is important in the management of a group-housed pig farm. However, this is nearly impossible in a large-scale pig farm owing to the shortage of farm workers. Therefore, we propose an automatic monitoring method in this study to solve the management problem of a large-scale pig farm. Particularly, we aim to detect undergrown pigs in group-housed pig rooms by using deep-learning-based computer vision techniques. Because the typical deep learning techniques require a large computational overhead (i.e., Mask-R-CNN), fast and accurate detection of undergrown pigs on an IoT-based embedded device is very challenging. We first obtain the video monitoring data of group-housed pigs by using a top-view camera that is installed in the pig room, and then detect each moving pig by combining image processing and deep learning techniques. Gaussian Mixture Model is used to detect moving frames and moving objects. In embedded device implementations, by applying deep learning (i.e., TinyYOLO3) to a few frames only with a large number of pixel changes, embedded GPUs can be used efficiently, satisfying the real-time requirement. As a subsequent step, we check the acceptable conditions of the posture and separability from each video frame of the continuous video stream. Finally, to compute the relative size of each pig quickly and accurately, we develop image processing steps to complement the result of deep learning with minimum computational overhead. Furthermore, by pipelining the CPU and GPU steps of a continuous video stream, we can hide the additional image processing time. Based on the experimental results obtained from an embedded device, we confirm that the proposed method can automatically detect undergrown pigs in real-time, by working as an early warning system without any human inspection or measurement of actual weight by a farm worker.","2169-3536","","10.1109/ACCESS.2019.2955761","National Research Foundation of Korea; Ministry of Education(grant numbers:2018R1D1A1A09081924,2019R1H1A1080140,NRF-2017R1A6A1A03015496); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8911419","Smart farm;pig monitoring;computer vision;image processing;deep learning","Image processing;Deep learning;Monitoring;Two dimensional displays;Computer vision;Streaming media;Weight measurement","","18","","39","CCBY","25 Nov 2019","","","IEEE","IEEE Journals"
"Control and Optimization of Energy Efficiency in Small-Footprint Embedded Systems: A Coupled Hybrid Systems Model","C. Porter; K. Yamamoto; P. G. Flikkema","School of Informatics, Computing & Cyber Systems, Northern Arizona University, Flagstaff, AZ, USA; School of Informatics, Computing & Cyber Systems, Northern Arizona University, Flagstaff, AZ, USA; School of Informatics, Computing & Cyber Systems, Northern Arizona University, Flagstaff, AZ, USA","2019 SICE International Symposium on Control Systems (SICE ISCS)","11 Jul 2019","2019","","","1","8","The IoT and its related applications will require engineering of edge devices that can autonomously optimize their non-functional performance. We present a hierarchical model of small-footprint embedded systems that (1) cleanly separates and shows the interactions between their physical and computational aspects and (2) enables their control and optimization. This model exposes power use, energy use, and temporal responsiveness as functions of the hardware configuration of the processor and surrounding peripherals, including sleep mode, voltage/frequency scaling, and clock/power gating. The foundation layer consists of a coupled hybrid systems model for energy measurement and system control; this layer underpins a multi-stage graph model of execution that admits optimization using dynamic programming. In this paper, we demonstrate on-line achievement of energy subsistence, wherein the system uses the minimum energy possible given all controllable hardware resources. We describe a software/hardware implementation architecture, and illustrate the approach using an experimental networked embedded system platform.","","978-4-9077-6462-3","10.23919/SICEISCS.2019.8758755","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8758755","embedded systems;coupled hybrid systems;multi-stage graph;intelligent systems;energy subsistence;control;optimization;dynamic programming","Task analysis;Blockchain;Servers;Energy consumption;Device-to-device communication;Wireless networks;Interference","","1","","16","","11 Jul 2019","","","IEEE","IEEE Conferences"
"Performance analysis of large scale RF-mesh networks for smart cities and IoT","F. Malandra; B. Sansò","Department of Electrical Engineering, Ecole Polytechnique de Montreal, Montreal, Quebec, Canada; Department of Electrical Engineering, Ecole Polytechnique de Montreal, Montreal, Quebec, Canada","2017 IEEE International Conference on Smart Grid Communications (SmartGridComm)","19 Apr 2018","2017","","","13","18","Smart Cities, IoT and Smart Grid development needs solid and steady communication infrastructures to support the diversity and high number of applications. RF-mesh is one of the most popular wireless technology in those context since it allows to connect a large number of nodes in a mesh topology. To study the suitability of a network infrastructure for the applications requirement, network performance analysis is needed. This paper proposes a novel Markov-modulated model for the performance analysis of large scale RF-mesh networks for smart cities applications. The instances are build using Geographical Information System (GIS) data in order to maintain fitness to actually implemented RF-Mesh systems. The model is characterized by a high scalability (e.g., thousands of nodes) and a limited computational time (i.e., in the order of some minutes). The model also takes into account implementation details, such as retransmission probability, buffer size and a precise wireless interference analysis, which are not thoroughly considered in previous RF-Mesh performance literature.","","978-1-5386-0943-9","10.1109/SmartGridComm.2017.8340677","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8340677","Wireless Mesh Network;FHSS;ALOHA;performance analysis;RF-mesh;smart cities;IoT","Computational modeling;Smart grids;Smart cities;Performance analysis;Wireless communication;Analytical models;Topology","","4","","15","IEEE","19 Apr 2018","","","IEEE","IEEE Conferences"
"Smarter Markets for Smarter Life: Applications, Challenges, and Deployment Experiences","H. -S. Kim; J. Ko; S. Bahk",Seoul National University; Ajou University; Seoul National University,"IEEE Communications Magazine","12 May 2017","2017","55","5","34","41","While a number of studies reveal the performance and effectiveness of applying wireless systems to various smart city applications, surprisingly, a market environment, in which we rely on a daily or weekly basis for purchasing essential goods, is still understudied. A wireless system in a market, along with rapidly growing IoT technology, can enable interesting applications such as automated electronic price tag updates, shopping- cart-based advertisements and information display, and automated inventory/stock management. These applications can first benefit market staff by automating routine tasks or opening possibilities for additional profits. Not only that: for everyday customers, these applications provide more reliable services by eliminating many man-made errors and offer additional services that can be enabled by newly gained connectivities. In this work, we introduce application requirements and technical challenges for such smart market applications and pilot deployment experiences in an urban large-scale market. Our pilot deployment experiences of wireless systems in markets provide quantified knowledge on the impact of various in-market activities on the wireless link performance and led us to design MarketNet, a wireless networking architecture suitable for IoTbased smart market systems. We see this work as a first step in bringing the attention of many researchers to a new application area, where wireless systems have the potential to benefit the quality of life of many smart city residents.","1558-1896","","10.1109/MCOM.2017.1600260","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7926914","","Wireless communication;Wireless sensor networks;Communication system security;Smart cities;Market opportunities;Market research;Network architecture","","17","","15","IEEE","12 May 2017","","","IEEE","IEEE Magazines"
"A Publish-Subscribe Approach to IoT Integration: The Smart Office Use Case","A. C. Olivieri; G. Rizzo; F. Morard","HES-SO Institute of Information System Sierre, Switzerland; HES-SO Institute of Information System Sierre, Switzerland; HES-SO Institute of Information System Sierre, Switzerland","2015 IEEE 29th International Conference on Advanced Information Networking and Applications Workshops","30 Apr 2015","2015","","","644","651","The integration of different protocols and technologies remain to date one of the main challenges in IoT. The lack of widely accepted standards at the application layer, and the wide deployment basis of a large number of legacy (e.g. Non-IP) technologies further exacerbate this issue. To date, typically integration is solved with ad hoc solutions on a per-connection basis (""N-to-N""). Such approach does not scale, being suitable only for small scenarios with a limited heterogeneity of technologies. More scalable approaches have been proposed, message-based, and built around a publish-subscribe architecture. In this work we summarize an experimental evaluation of such integration approach, based on the implementation of a Smart Office use case. We describe in detail the main integration issues arisen, and how they have been addressed. Our work shows how to integrate in practice in an efficient and scalable manner highly heterogeneous IoT scenarios.","","978-1-4799-1775-4","10.1109/WAINA.2015.28","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7096250","IoT;Smart Office;Publish/Subscribe;Integration","Google;Temperature sensors;Web services;Protocols;Androids;Humanoid robots;Logic gates","","14","","10","IEEE","30 Apr 2015","","","IEEE","IEEE Conferences"
"A distributed data management scheme for industrial IoT environments","T. P. Raptis; A. Passarella","National Research Council, Institute of Informatics and Telematics, Pisa, Italy; National Research Council, Institute of Informatics and Telematics, Pisa, Italy","2017 IEEE 13th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","23 Nov 2017","2017","","","196","203","Industrial IoT networks are typically used for monitoring systems and supporting control loops, as well as for movement detection systems, process control and factory automation. To this end, data generated by monitoring IoT devices are collected, elaborated and sent to controllers and actuators. The routing of data from IoT sensors to actuators is an integral part of any large-scale industrial network for maintaining critical delay requirements. Centralised schemes are typically used, whereby data are transferred to a central network controller, from where they are accessed by any other node requiring them. This may result in significant overheads and suboptimal resource consumption. In this paper, we propose a distributed, cooperative Data Management Layer (DML), whereby nodes cooperate to store data within the network. The DML is decoupled yet interacts with the underlying Network Plane. Specifically, given a set of data, the sets of nodes generating and requesting them, and a maximum access delay that requesting nodes can tolerate, the DML efficiently identifies a limited set of proxies in the network where data are stored. Given the mentioned constraints, we investigate the (computationally difficult) problem of finding which network nodes to select as proxies and we propose a simple method to address it. We demonstrate that the proposed method (i) guarantees that access delay stays below the given threshold, and (ii) significantly outperforms centralised and even distributed approaches, both in terms of access latency and in terms of maximum latency guarantees.","","978-1-5386-3839-2","10.1109/WiMOB.2017.8115846","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8115846","Industry 4.0;Data Management;Internet of Things","Distributed databases;Actuators;Routing;Sensors;Delays;Routing protocols;Process control","","11","","25","IEEE","23 Nov 2017","","","IEEE","IEEE Conferences"
"Sensor Data based Work Area Environment Risk Prediction and Monitoring in the Shipbuilding","J. KIM; Y. W. Cho; B. -T. Jang","Intelligent Robotics Research Division ETRI, Daejeon, Rep. of Korea; Chironsoft Co., Ltd., Daejeon, Rep. of Korea; Chironsoft Co., Ltd., Daejeon, Rep. of Korea","2019 International Conference on Information and Communication Technology Convergence (ICTC)","27 Dec 2019","2019","","","906","909","HSE(Health, Safety & Environment) management process must be maintained efficiently to achieve disease-free, zero-accident, and pollution-free environments in large-scale work areas. HSE sensor data should be periodically monitored in real time to provide an IoT system which helps users to avoid being in danger by predicting the situation and providing it. In particular, environmental changes in those areas must be able to take immediate action as they affect the whole. In this paper, we propose a monitoring system for environmental risk prediction monitoring. It collects and analyzes environmental sensor data, predicts environmental risks using machine learning generated models and informs the environmental risks in real time. We developed a comprehensive work area environment risk index to obtain a well prediction model. The results were 98.8% for LSTM model and 99.1% for GRU. As a result of applying this prediction model to the system, we can monitor the environmental risks, but find future tasks due to the characteristics of the work area.","2162-1233","978-1-7281-0893-3","10.1109/ICTC46691.2019.8939789","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8939789","environmental risk index;environmental risk prediction;sensor data monitoring;recurrent neural network;IoT system","Predictive models;Monitoring;Data models;Recurrent neural networks;Real-time systems;Indexes;Explosions","","1","","12","IEEE","27 Dec 2019","","","IEEE","IEEE Conferences"
"Credit and honesty-based trust assessment for hierarchical collaborative IoT systems","H. Benkerrou; S. Heddad; M. Omar","Faculté des Sciences Exactes, Université de Bejaia, Bejaia, Algérie; Faculté des Sciences Exactes, Université de Bejaia, Bejaia, Algérie; Faculté des Sciences Exactes, Université de Bejaia, Bejaia, Algérie","2016 7th International Conference on Sciences of Electronics, Technologies of Information and Telecommunications (SETIT)","8 Jun 2017","2016","","","295","299","Trust assessment is a fundamental concept in the context of collaboration for large scale IoT systems. How to represent and measure appropriately the trust is a pursuit of many researchers. Many tasks, such as encryption and signature, can be accomplished perfectly by a collaborative process when a trust metric is well-defined. Trust is a widely used metric that is both effective and significative. This paper proposes a credit and honesty-based method for measuring hierarchical trust. Enhancing the credit of a good collaborator and the honesty of a good rater provides more precision in the management of the most trustworthy objects in the IoT. We have compared our proposal with the reviewed solutions in terms of time complexity, in which it demonstrates the best results.","","978-1-5090-4712-3","10.1109/SETIT.2016.7939883","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939883","IoT;Security;Trust;Credit;Honesty","Collaboration;Computational modeling;Scalability;Telecommunications;Security;Internet of Things;Social network services","","5","","17","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Fully integrated 98mV start up DC-DC converter for energy harvesting in batteryless IoT/Wearable devices","H. O. Tabrizi; H. M. P. C. Jayaweera; A. Muhtaroğlu","Sustainable Environment and Energy Systems, Middle East Technical University Northern Cyprus Campus, Kalkanli, Guzelyurt, Turkey; Sustainable Environment and Energy Systems, Middle East Technical University Northern Cyprus Campus, Kalkanli, Guzelyurt, Turkey; Dept. of Electrical-Electronics Engineering, Middle East Technical University Northern Cyprus Campus, Kalkanli, Guzelyurt, Turkey","2017 10th International Conference on Electrical and Electronics Engineering (ELECO)","22 Jan 2018","2017","","","264","268","Energy harvesting is an important pillar for large scale exploitation of IoT smart nodes and wearable devices. To this end, DC-DC converters with ultra-low start-up voltage, full integration and high efficiency in a wide input voltage range are required. In this paper a novel one-input, two-output DC-DC converter circuit is introduced. Low-power output provides 0.8-3.5 V with maximum load current of 3.5 μA starting up from 98 mV input. High-power output is turned on by an ultra-low-power voltage detector when input voltage reaches 150 mV, to provide 0.8-2.4 V with maximum load current of 200 μA. The circuit has been implemented in UMC 180-nm CMOS technology. Maximum simulated system efficiency is 34% at 0.2 V input. Low-power output meets the real time power demand of sensing, data processing and data storage blocks of IoT/Wearable devices, while high-power output provides sufficient power for data transmission, enabling batteryless operation.","","978-605-01-1134-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8266180","","Charge pumps;Oscillators;Load modeling;Detectors;Inductors;Integrated circuit modeling;Mathematical model","","","","13","","22 Jan 2018","","","IEEE","IEEE Conferences"
"Simulating large-scale aggregate MASs with alchemist and scala","R. Casadei; D. Pianini; M. Viroli","Università di Bologna, Italy; Università di Bologna, Italy; Università di Bologna, Italy","2016 Federated Conference on Computer Science and Information Systems (FedCSIS)","7 Nov 2016","2016","","","1495","1504","Recent works in the context of large-scale adaptive systems, such as those based on opportunistic IoT-based applications, promote aggregate programming, a development approach for distributed systems in which the collectivity of devices is directly targeted, instead of individual ones. This makes the resulting behaviour highly insensitive to network size, density, and topology, and as such, intrinsically robust to failures and changes to working conditions (e.g., location of computational load, communication technology, and computational infrastructure). Most specifically, we argue that aggregate programming is particularly suitable for building models and simulations of complex large-scale reactive MASs. Accordingly, in this paper we describe SCAFI (Scala Fields), a Scala-based API and DSL for aggregate programming, and its integration with the ALCHEMIST simulator, and usage scenarios in the context of smart mobility.","","978-8-3608-1090-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7733449","aggregate programming;Scala;DSL;simulation","Aggregates;Programming;Calculus;Context;Libraries;DSL;Robustness","","","","41","","7 Nov 2016","","","IEEE","IEEE Conferences"
"RELOAD/CoAP architecture with resource aggregation/disaggregation service","L. Rodrigues; J. Guerreiro; N. Correia","CEOT, University of Algarve, Faro, Portugal; CEOT, University of Algarve, Faro, Portugal; CEOT, University of Algarve, Faro, Portugal","2016 IEEE 27th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)","22 Dec 2016","2016","","","1","6","M2M communication is expected to occur at a global level and for this reason federations of device networks are also expected. In such large scale environments, a critical issue is how to discover the available resources in a scalable manner. For this purpose CoAP Usage for RELOAD, a generic self-organizing P2P overlay network service, has been proposed to be used as a lookup service, to store available resources and as a cache for sensor data. However, such approach alone does not allow building an aggregate resource hierarchy, a very relevant issue for an efficient organization of data in future IoT applications. Here we address this issue and propose an architecture incorporating a resource aggregation/disaggregation service.","2166-9589","978-1-5090-3254-9","10.1109/PIMRC.2016.7794607","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7794607","RELOAD;CoAP;CoAP Usage;M2M;Aggregation/Disaggregation","","","7","13","16","IEEE","22 Dec 2016","","","IEEE","IEEE Conferences"
"Parameterized Data Reduction Framework of Thermal Sensing for Gait Velocity Measurements","J. -J. Chou; C. -S. Shih","Department of Computer Science and Information Engineering, National Taiwan University; Department of Computer Science and Information Engineering, National Taiwan University","2018 IEEE 24th International Conference on Embedded and Real-Time Computing Systems and Applications (RTCSA)","10 Jan 2019","2018","","","76","84","In IoT systems, many sensing devices will periodically transmit data. However, most of the sensing data are either similar or redundant and the sensing device itself may not have effective rules standard to decide to send or not. Static rules maybe effective on specific scenario, and become ineffective when the use scenario of the sensor changes. Hence, we design an algorithm to solve the problem of data redundant for IoT devices. The algorithm iteratively separates a data region into smaller regions. In each round, it chooses a region with highest variability, and separates it into smaller regions. Finally, each region has different sizes and uses its average value to represent itself. If an area has more dynamical, diverse data, more data points will be used to present the data. In this paper, we present a method to reduce the file size of thermal sensor which can sense the temperature of a surface and outputs a two dimension gray scale image. In our evaluation result, we can reduce the file size to be 50% of JPEG format when 0:5% of distortion is allowed, and up to 93% less when 2% of distortion is allowed.","2325-1301","978-1-5386-7759-9","10.1109/RTCSA.2018.00018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8607236","Connected Health;Sensor Networks;Data and Signal Processing","Temperature sensors;Heating systems;Legged locomotion;Temperature measurement;Velocity measurement","","","","13","IEEE","10 Jan 2019","","","IEEE","IEEE Conferences"
"STRETCH: In-Memory Storage with Autoscaling for Cluster Computing","B. R. Shrestha; S. Mitra; S. L. Pallickara","Department of Computer Science, Colorado State University, Fort Collins, USA; Department of Computer Science, Colorado State University, Fort Collins, USA; Department of Computer Science, Colorado State University, Fort Collins, USA","2019 IEEE 12th International Conference on Cloud Computing (CLOUD)","29 Aug 2019","2019","","","224","228","IoT enabled devices and observational instruments continuously generate voluminous data. A large portion of these datasets are delivered with the associated geospatial locations. The increased volumes of geospatial data, alongside the emerging geospatial services, pose computational challenges for large-scale geospatial analytics. We have designed and implemented STRETCH, an in-memory distributed geospatial storage that preserves spatial proximity and enables proactive autoscaling for frequently accessed data. STRETCH stores data with a delayed data dispersion scheme that incrementally adds data nodes to the storage system. STRETCH is built on Apache Spark and Ignite and interacts with them at runtime.","2159-6190","978-1-7281-2705-7","10.1109/CLOUD.2019.00047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8814496","In memory Cluster Computing, Geospatial Analysis, Scalable Analytics","","","","","15","IEEE","29 Aug 2019","","","IEEE","IEEE Conferences"
"A Robust and Self-Adaptive Clocking Technique for SFQ Circuits","R. N. Tadros; P. A. Beerel","University of Southern California, Los Angeles, CA, USA; University of Southern California, Los Angeles, CA, USA","IEEE Transactions on Applied Superconductivity","31 Jul 2018","2018","28","7","1","11","Living on the verge of the IoT era, the entire world is excited about the potential of mining the monumental amounts of data that would become available in the near future. However, this increasing abundance of data requires supercomputers faster and more powerful than were ever built without the need to build a nuclear plant next to each one! Single flux quantum (SFQ) technology has the potential to meet those booming demands for lower power consumption and higher operation speeds in the electronics industry and future exascale supercomputing systems. Nevertheless, the promised benefits of three orders of magnitude lower power at an order of magnitude higher performance have yet to be attained. In particular, variability and scalability have been long-term obstacles for the technology to advance, compete, and replace the well-founded Silicon CMOS. Notwithstanding that SFQ fabrication has quite improved over the past two decades, its level of variability has to be taken into design consideration. Moreover, the absence of an established tools flow hinders the scalability and the automatibility, which are among the trumps of CMOS technology in digital VLSI. Specifically, as a consequence, ultra-high-speed clocking of large-scale SFQ circuits in the presence of large levels of variability represents a tough obstacle for the technology to advance. In this paper, we propose an innovative self-adaptive clocking technique, which is designed to be resilient in such uncertain environments. Whereas the traditional balanced tree zero-skew clocking is not reliable for large-scale SFQ designs, our proposed hierarchical chains of homogeneous clover-leaves clocking inherits its robustness from spatially correlated cell delays and from the timing robustness of the SFQ traditional counter-flow clocking. Our simulations on ISCAS'85 benchmark circuits show that our robust clocking costs can be on average within 34% as fast as ideal zero-skew jitter-free clock trees with an average area overhead of 58%. Moreover, lower area overhead is also possible at the cost of performance, demonstrating the possible trade-off between performance and area. We assert that these overheads are acceptable given the benefits of more reliable functionality, as quantified by yield, as well as improved scalability. In particular, previous efforts reported that a similar, but more limited, clocking structure leads to up to 93% higher yield than zero-skew clock trees.","1558-2515","","10.1109/TASC.2018.2856836","Office of the Director of National Intelligence; Intelligence Advanced Research Projects Activity; Army Research Office(grant numbers:W911NF-17-1-0120); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8412105","Asynchronous;clock distribution networks (CDNs);RSFQ;single flux quantum (SFQ);timing","Clocks;Logic gates;Integrated circuit modeling;Robustness;Scalability;Delays","","13","","58","IEEE","17 Jul 2018","","","IEEE","IEEE Journals"
"A Battery-Less BLE IoT Motion Detector Supplied by 2.45-GHz Wireless Power Transfer","R. Dekimpe; P. Xu; M. Schramme; D. Flandre; D. Bol","ICTEAM Institute, Universite catholique de Louvain, Louvain-la-Neuve, Belgium; ICTEAM Institute, Universite catholique de Louvain, Louvain-la-Neuve, Belgium; ICTEAM Institute, Universite catholique de Louvain, Louvain-la-Neuve, Belgium; ICTEAM Institute, Universite catholique de Louvain, Louvain-la-Neuve, Belgium; ICTEAM Institute, Universite catholique de Louvain, Louvain-la-Neuve, Belgium","2018 28th International Symposium on Power and Timing Modeling, Optimization and Simulation (PATMOS)","13 Sep 2018","2018","","","68","75","Wireless power transfer (WPT) is a possible way to achieve cheap, rapid and large-scale deployment of battery-less IoT smart sensors. However, the key challenge in designing WPT-supplied smart sensors is to ensure that the harvested power is higher than the consumed power in presence of strong WPT path loss. This paper presents the design and optimization of a smart sensor supplied by 2.45-GHz RF power and performing infrared-based motion detection and Bluetooth Low Energy (BLE) communication. The full system (RF energy harvester, power management, sensor transducer and interface, control, data processing and wireless transmission) is implemented using low-power off-the-shelf components. In the sensing sub-system, low average power is achieved using efficient duty-cycling of the analog front-end. In the harvesting sub-system, architecture choice and design of the matching network and rectifier circuit allow to optimize the total power harvesting efficiency (PHE). The implemented smart sensor can operate reliably with an incident RF power as low as -10.9 dBm. The sensing sub-system exhibits an average power of 4.3 μW and a maximum number of transmitted event packets of 60 packets per hour.","","978-1-5386-6365-3","10.1109/PATMOS.2018.8464144","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8464144","","Radio frequency;Power system management;Intelligent sensors;Energy harvesting;Task analysis;Batteries","","9","1","23","IEEE","13 Sep 2018","","","IEEE","IEEE Conferences"
"Revisiting unknown RFID tag identification in large-scale internet of things","D. Zhang; Z. He; Y. Qian; J. Wan; D. Li; S. Zhao",Tongji University; Tongji University; Tongji University; South China University of Technology; South China University of Technology; Tongji University,"IEEE Wireless Communications","2 Nov 2016","2016","23","5","24","29","RFID is a major prerequisite for the IoT, which connects physical objects with the Internet. Unknown tag identification is a fundamental problem in large-scale IoT systems, such as automatic stock management and object tracking. Recently, several protocols have been proposed to discern unknown tags. In this article, we overview the underlying mechanism of previous protocols, and pinpoint the challenging issues together with possible solutions. Then we propose a scheme using a Bloom filter that significantly reduces the data transmission during the identification process. We further present the preliminary results to illuminate the Bloom-filter- based architecture.","1558-0687","","10.1109/MWC.2016.7721738","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7721738","","Internet of things;Wireless communication;Radio frequency identification;Tagging;Identification","","44","","13","IEEE","2 Nov 2016","","","IEEE","IEEE Magazines"
"On state encoding against power analysis attacks for finite state controllers","R. Agrawal; R. Vemuri","Digital Design Environments Laboratory, University of Cincinnati, Cincinnati, Ohio, USA; Digital Design Environments Laboratory, University of Cincinnati, Cincinnati, Ohio, USA","2018 IEEE International Symposium on Hardware Oriented Security and Trust (HOST)","14 Jun 2018","2018","","","181","186","Finite-state controllers are central to the design of numerous small-scale electronic appliances used in home automation, environment/infrastructure monitoring, health care and emerging safety-critical systems such as drones and self-driven cars. It is estimated that there will be 50 billion small-scale IoT devices by 2020. These devices, however, are extremely vulnerable to side-channel attacks, therefore low-cost, low-power defense methods are highly desirable. This paper presents an effective method for secure state encoding of finite-state machine (FSM) based controllers to defend against power analysis attacks. Given a user-defined graded security metric, we derive constrained state encoding for the FSM controllers to mitigate information leakage through the power side-channel, resulting in low-power designs. Experimental results using over 100 FSMs from BenGen and MCNC benchmark suites show a graded increase in encoding length (40-70% for restructured FSMs) depending on the level of security chosen. The mutual information between power side-channel and both Hamming attack models varies between 0 and 2.","","978-1-5386-4731-8","10.1109/HST.2018.8383911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8383911","Power Analysis;Finite State Controllers;Satisfiability Checking;Boolean Constraints","Encoding;Security;High definition video;Hamming weight;Hamming distance;Registers;Integrated circuit modeling","","6","","20","IEEE","14 Jun 2018","","","IEEE","IEEE Conferences"
"Development of Chip-on-Wafer (CoW) stacked chip packaging for high-end CIS application","T. Ni; L. Lien; N. Chen; K. Huang; W. Chang; K. Chung; W. Huang; R. Wang; M. Chen; A. Liu; S. Hsu; J. Lin; C. Chang; J. Tai","Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan; Science Based Industrial Park, Powertech Technology Inc., Hsinchu, Taiwan","2015 IEEE 65th Electronic Components and Technology Conference (ECTC)","16 Jul 2015","2015","","","555","559","CIS is one of the important components in the coming big thing IoT since it has been popularly adopted in many applications. Smart phone is the most popular application seeing anywhere. The CIS cameras in a smart phone are usually defined as primary camera and secondary camera. The function of primary camera is mainly used to take photo and secondary camera is used either to take photo or for visual communication. The common package solution for the primary camera is wire bonding package module, and the secondary camera is chip scale package (CSP). For the primary camera, when the pixel size is getting smaller and resolution is getting higher, it leads a possibility of die partition of image sensor and signal processor. In this research, PTI developed an alternative packaging solution for high-end primary camera. Wafer support system, low aspect ratio TSV, and CoW die stacking are the key process developments enabling this technology. The reliability test passed pre-condition level 3 and temperature cycling test 1000 cycles to prove a robust package solution.","2377-5726","978-1-4799-8609-5","10.1109/ECTC.2015.7159645","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7159645","","Bonding;Cameras;Reliability;Inspection;Stacking;Encapsulation","","3","","5","IEEE","16 Jul 2015","","","IEEE","IEEE Conferences"
