"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Application of Unmanned Aerial Vehicle Image Denoising Based on FPGA in Unmanned Aerial Vehicle Tilt Photography Assisted Intelligent Construction Site Management","Y. Wang","Xiamen Institute of Technology, Xiamen, Fujian, China","2023 2nd International Conference on 3D Immersion, Interaction and Multi-sensory Experiences (ICDIIME)","31 Aug 2023","2023","","","357","361","Smart construction site is a smart management platform built by means of Internet, Internet of Things, big data, BIM technology, digital technology and tilt photography technology. Managers can obtain a high-precision, high-resolution real three-dimensional real-life model of the construction site through oblique photography technology. In this paper, the application of UAV(Unmanned Aerial Vehicle) tilt photography aerial survey technology combined with FPGA in smart site system effectively integrates various resources in engineering construction, cost control, safety supervision, data analysis and decision efficiency, and realizes the monitoring and management of engineering projects. According to the actual survey data information, before planning the route, the system automatically matches the points with the same name in all the images through dense matching technology, and extracts more feature points from the images to form dense point clouds, thus more accurately expressing the details of the ground objects and effectively utilizing and expressing the underground information around the rail transit line; Finally, it provides basic conditions for spatial analysis such as personnel or large-scale equipment positioning analysis, rationality analysis of underground pipeline relocation and reconstruction, and regional management of key buildings in shield area.","","979-8-3503-2381-8","10.1109/ICDIIME59043.2023.00075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10229576","FPGA;Unmanned Aerial Vehicle image denoising;Tilt photography;Smart site management","Photography;Surveys;Point cloud compression;Autonomous aerial vehicles;Feature extraction;Safety;Planning","","","","10","IEEE","31 Aug 2023","","","IEEE","IEEE Conferences"
"Micro-cantilever electric field sensors based on Piezoelectric-piezoresistive Coupling","Z. Han; F. Xue; J. Hu; J. He","Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China","22nd International Symposium on High Voltage Engineering (ISH 2021)","20 Jun 2022","2021","2021","","1645","1650","With the development of the ubiquitous power Internet of Things, online monitoring and status awareness of power systems and equipment has become an important method to ensure the safe operation of the power grid. The measurement of electric fields can be used for fault diagnosis of power equipment such as such as insulator failure. At the same time, by inverting the line voltage through the electric field, wide-area online monitoring of the power system can be achieved. Therefore, miniature electric-field sensors (E-sensors) with high sensitivity and high amplitude are needed. In this paper, we proposed a novel miniature E-sensor with cantilever structure. The proposed E-sensor combines the piezoelectric effect and the piezoresistive effect. Experimental results show that our sensor has a high resolution of 156 V/m and a magnitude of over 1.5 MV/m. Moreover, silicon-based micro-fabrication makes our sensor has low cost and are suitable for mass production, which is suitable for large-scale sensor arrays and wide-area monitoring.","","978-1-83953-605-2","10.1049/icp.2022.0277","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9800222","","","","","","","","20 Jun 2022","","","IET","IET Conferences"
"16 IoT: Applications and Case Study in Smart Farming","",,"Advanced Technologies for Smart Agriculture","","2023","","","339","358","This book brings new smart farming methodologies to the forefront, sparked by pervasive applications with automated farming technology. New indigenous expertise on smart agricultural technologies is presented along with conceptual prototypes showing how the Internet of Things, cloud computing, machine learning, deep learning, precision farming, crop management systems, etc., will be used in large-scale production in the future. The necessity of available welfare systems for farmers’ well-being is also discussed in the book. It draws the conclusion that there is a greater need and demand today for smart farming methodologies driven by technology than ever before.","","9788770228831","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10286351.pdf&bkn=10286317&pdfType=chapter","","","","","","","","16 Oct 2023","","","River Publishers","River eBook Chapters"
"8 Image Analysis for Better Yield in Farming","",,"Advanced Technologies for Smart Agriculture","","2023","","","177","194","This book brings new smart farming methodologies to the forefront, sparked by pervasive applications with automated farming technology. New indigenous expertise on smart agricultural technologies is presented along with conceptual prototypes showing how the Internet of Things, cloud computing, machine learning, deep learning, precision farming, crop management systems, etc., will be used in large-scale production in the future. The necessity of available welfare systems for farmers’ well-being is also discussed in the book. It draws the conclusion that there is a greater need and demand today for smart farming methodologies driven by technology than ever before.","","9788770228831","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10286318.pdf&bkn=10286317&pdfType=chapter","","","","","","","","16 Oct 2023","","","River Publishers","River eBook Chapters"
"Fabric-iot: A Blockchain-Based Access Control System in IoT","H. Liu; D. Han; D. Li","College of Information Engineering, Shanghai Maritime University, Shanghai, China; College of Information Engineering, Shanghai Maritime University, Shanghai, China; College of Information Engineering, Shanghai Maritime University, Shanghai, China","IEEE Access","28 Jan 2020","2020","8","","18207","18218","IoT devices have some special characteristics, such as mobility, limited performance, and distributed deployment, which makes it difficult for traditional centralized access control methods to support access control in current large-scale IoT environment. To address these challenges, this paper proposes an access control system in IoT named fabric-iot, which is based on Hyperledger Fabric blockchain framework and attributed based access control (ABAC). The system contains three kinds of smart contracts, which are Device Contract (DC), Policy Contract (PC), and Access Contract (AC). DC provides a method to store the URL of resource data produced by devices, and a method to query it. PC provides functions to manage ABAC policies for admin users. AC is the core program to implement an access control method for normal users. Combined with ABAC and blockchain technology, fabric-iot can provide decentralized, fine-grained and dynamic access control management in IoT. To verify the performance of this system, two groups of simulation experiments are designed. The results show that fabric-iot can maintain high throughput in large-scale request environment and reach consensus efficiently in a distributed system to ensure data consistency.","2169-3536","","10.1109/ACCESS.2020.2968492","National Natural Science Foundation of China(grant numbers:61672338,61873160); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8964343","Blockchain;IoT;ABAC;hyperledger fabric;distributed system","Access control;Blockchain;Peer-to-peer computing;Fabrics;Distributed ledger;Smart contracts","","171","","26","CCBY","22 Jan 2020","","","IEEE","IEEE Journals"
"Edge Intelligence for Smart Metro Systems: Architecture and Enabling Technologies","X. Liu; M. Zhang; C. Zou; J. Yang; X. Yan","Wuhan University of Technology, China; Wuhan University of Technology, China; Wuhan University of Technology, China; Wuhan University, China; Wuhan University of Technology, China","IEEE Network","23 Mar 2022","2022","36","1","136","143","Safety and operational efficiency (SOE) are of great significance for the development of a smart metro system (SMS). To improve the SOE of SMS, Internet-of-Things technology is applied first to collect metro environmental data (MED), and then these data are analyzed by intelligent algorithms to achieve safety risk prediction, defect detection or operational efficiency improvement. As MEDs are generated quickly in the practical engineering field and most algorithms to process these data also have high computational complexity, the SMS must have sufficient computing power to process these MEDs in time. However, modern train computing resources are insufficient to meet this requirement. To address this challenge, edge intelligence (EI) technology, which enables trains to offload computationally-intensive tasks to nearby EI systems, is proposed. This article aims to develop an energy-efficient and high-performance EI system to improve the SOE of SMSs. An EI architecture that considers the three driving forces, data, algorithms and computing power, is proposed first, and then the enabling techniques of this EI architecture, including intelligent algorithms, domain-specific architecture (DSA)-based hardware acceleration, end-edge-cloud collaborative computing, hardware platform management, and security issues, are investigated. This EI system can enable SMS to process the large-scale MEDs with not only high accuracy but also low latency and low energy cost. As a study case, a real-world EI system is built to run three kinds of SMS applications to assess the safety risks of SMSs. The evaluation results demonstrate the effectiveness of the proposed schemes in this article.","1558-156X","","10.1109/MNET.211.2100302","National Natural Science Foundation of China(grant numbers:61702387,61771354); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9599640","","Computer architecture;Task analysis;Safety;Smart devices;Costs;Heuristic algorithms;Cloud computing","","2","","15","IEEE","2 Nov 2021","","","IEEE","IEEE Magazines"
"Efficient IoT Compatible Sparse Recovery-Based Detectors for Differential Space Shift Keying MIMO System","M. Shawaqfeh; B. Maqableh; R. Mesleh","Electrical Engineering Department, German Jordanian University, Amman, Jordan; Engineering and Technology Department, American College of Middle East, Eqaila, Kuwait; Electrical Engineering Department, German Jordanian University, Amman, Jordan","2021 8th International Conference on Electrical and Electronics Engineering (ICEEE)","10 May 2021","2021","","","299","304","Space shift keying (SSK) presents itself as promising multi-input multi-output (MIMO) modulation technique that comply with the crucial need for high throughput and low complexity transmission schemes for Internet-of-Things (IoT) applications. This efficiency stems from the fundamental property of SSK scheme of activating only one single antenna at any time instant, which eliminates the inter-channel interference (ICI) and enables the use of single RF-chain at the transmitter. Conventional SSK is of coherent nature, which requires the channel state information (CSI) to be available at the receiver. Obtaining accurate CSI introduces significant complexity to the system. The non-coherent counterpart of SSK, namely Differential space shift keying (DSSK), overcomes the need to have the CSI at the receiver while retaining the inherent advantages of coherent SSK. The detection in DSSK is based on the received blocks at two consecutive time slots. However, the computational complexity and memory-size requirements of the existing optimal maximum-likelihood receiver of the DSSK system grow exponentially with the number of transmit antennas. This hinders the practical implementation of large-scale DSSK systems. Thus, this work aims at utilizing the inherent sparsity of DSSK schemes to propose a reduced complexity, yet reliable, detectors for DSSK schemes based on the theory of sparse recovery (SR). Achieved results demonstrate significant computational complexity reduction with pragmatic error rate, especially for large-scale scenarios.","","978-1-6654-4071-4","10.1109/ICEEE52452.2021.9415960","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9415960","IoT;MIMO;sparse recovery;matching pur-suit;complexity;DSSK","Transmitting antennas;Receiving antennas;Receivers;Detectors;Reliability theory;Throughput;Table lookup","","1","","16","IEEE","10 May 2021","","","IEEE","IEEE Conferences"
"Low-Cost Subarrayed Sensor Array Design Strategy for IoT and Future 6G Applications","W. Dong; Z. -H. Xu; X. -X. Li; S. -P. Xiao","State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China; State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China; College of Electronic Engineering, National University of Defense Technology, Changsha, China; State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China","IEEE Internet of Things Journal","12 Jun 2020","2020","7","6","4816","4826","The low-cost sensor array, an effective way to provide sufficient degrees of freedom (DoFs) and affordable costs, is one of the most important foundation devices for large-scale applications of the Internet of Things (IoT) and sixth-generation (6G) spaceborne communication systems. In this article, we propose an irregular subarray-based low-cost sensor array design strategy, which decomposes the practical application problem into two subproblems according to the scene scale. For the small-size cases, a user-defined DoF control strategy is presented, which is flexibly defined and establishes an effective tradeoff between the sensor array radiation performance and manufacturing cost. Moreover, for large-size cases, a hierarchical subarray design strategy is presented. A module panel structure composed of subarray tiles is proposed to avoid both the convergence problem in high-dimensional optimization and engineering complexity. Both design strategies are able to ensure good sensor radiation performance while maintaining engineering convenience. The effectiveness and potential of the proposed method are verified by various numerical examples.","2327-4662","","10.1109/JIOT.2020.2969247","National Natural Science Foundation of China(grant numbers:61471372); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968351","Degree of freedom (DoF) control;irregular subarray;low cost;module panel;sensor array","Sensor arrays;Internet of Things;Apertures;6G mobile communication;Optimization;Manufacturing","","30","","26","IEEE","24 Jan 2020","","","IEEE","IEEE Journals"
"Cloud-Based Testbed for Large-Scale Data Collection System with Network-Edge","Y. Dong; H. Nakada; Y. Tanimura","University of Tsukuba, Tsukuba, Japan; Digital Architecture Research Center, National Institute of Advanced Industrial Science and Technology, Tokyo, Japan; Digital Architecture Research Center, National Institute of Advanced Industrial Science and Technology, Tokyo, Japan","2024 18th International Conference on Ubiquitous Information Management and Communication (IMCOM)","12 Feb 2024","2024","","","1","6","With the recent development of IoT technology, it is becoming necessary to design systems that utilize not only the cloud but also the edge. We are studying systems that reduce the load on the cloud by performing various processes at the edge. Although experimentation in a large-scale environment is essential for such research, it is impractical to set up such an environment using actual computers. In this study, we attempted to construct a large-scale experimental environment on top of EKS, a container framework on Amazon Web Service and confirmed that it is possible to easily construct a large-scale experimental environment by using containers. Furthermore, we conducted several experiments on the constructed large-scale experimental environment and confirmed the following: 1) The computational load for the MQTT broker is sufficiently small even with high message frequency, 2) With a relay server, we can reduce the broker burden preserving the message delivery latency.","","979-8-3503-3101-1","10.1109/IMCOM60618.2024.10418367","New Energy and Industrial Technology Development Organization(grant numbers:JPNP20017); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10418367","IoT;MQTT;Kubernetes;EKS","Temperature sensors;Cloud computing;Web services;Containers;Throughput;Servers;Relays","","","","18","IEEE","12 Feb 2024","","","IEEE","IEEE Conferences"
"RiLoc: Representative guided subarea to exact localization from crowdsourced samples","A. T. Abraha; B. Wang","School of Electronic Information and Communications, Huazhong University of Science and Technology (HUST), Wuhan, China; School of Electronic Information and Communications, Huazhong University of Science and Technology (HUST), Wuhan, China","2022 IEEE Smartworld, Ubiquitous Intelligence & Computing, Scalable Computing & Communications, Digital Twin, Privacy Computing, Metaverse, Autonomous & Trusted Vehicles (SmartWorld/UIC/ScalCom/DigitalTwin/PriComp/Meta)","27 Jul 2023","2022","","","144","151","With the emergence of the Internet of Things (IoT), indoor localization has become a critical infrastructure to be installed in large-scale environments such as airports, train stations, and shopping malls. Many systems have been proposed for accurate localization using the site survey, which is costly and tedious to implement in large-scale indoor environments. The high accuracy is also at the expense of computation time and memory. To deal with these challenges, we propose a representative guided subarea to exact localization from crowdsourced samples (RiLoc) for large-scale indoor environments. The basic idea of RiLoc is that online test points near each other in the signal space are also close to each other in the physical space. We cluster the crowdsourced samples in the offline phase to form subarea fingerprints and virtual anchors. We propose a novel virtual anchor-based dimension reduction algorithm using virtual anchors. In the online phase, the test points’ dimension is reduced and clustered to nominate a representative fingerprint. The representative identifies a more relevant and reduced search space and guides its members for exact localization. We conduct experiments on two field-measured datasets, and the results show significant improvements over the peer schemes in terms of lower localization errors.","","979-8-3503-4655-8","10.1109/SmartWorld-UIC-ATC-ScalCom-DigitalTwin-PriComp-Metaverse56740.2022.00046","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10189677","Wi-Fi fingerprint;Crowdsourcing;Dimension reduction;Clustering;Representative;Subarea","Location awareness;Surveys;Dimensionality reduction;Clustering algorithms;Fingerprint recognition;Airports;Indoor environment","","","","41","IEEE","27 Jul 2023","","","IEEE","IEEE Conferences"
"Intelligent inspection trolley based on YOLO","Z. Hu; Y. Lin; X. He; R. Xie; Z. Shen; Z. Zhou","Tianjin University of Science and Technology, Tianjin, China; Tianjin University of Science and Technology, Tianjin, China; Tianjin University of Science and Technology, Tianjin, China; Tianjin University of Science and Technology, Tianjin, China; Tianjin University of Science and Technology, Tianjin, China; Tianjin University of Science and Technology, Tianjin, China","2023 IEEE 5th International Conference on Civil Aviation Safety and Information Technology (ICCASIT)","15 Dec 2023","2023","","","1208","1217","With the arrival of the era of 5G Internet of everything, the Internet plus intelligent inspection and testing has become a development trend. Our country is the world's largest manufacturing country, testing industry has a large scale. In recent years, under the trend of intelligent upgrading of manufacturing industry, intelligent testing system is gradually widely used in the fields of environmental protection, scientific research, aerospace, medical, electronics, communications, military, chemical industry and other fields. Although intelligent detection technology is deeply involved in public life, its application in the field of traffic detection still belongs to the blue ocean stage. In recent years, the pace of intelligent transportation has been accelerating as our country has been striving to build a higher level of safe transportation. It is imperative to make the intelligent detection system strengthen the fine management of urban traffic and improve the ability of safety risk monitoring and early warning. This paper mainly takes the development of intelligent detection industry as the background, carries out software design and hardware research and development to solve the industry detection pain points, and develops patrol vehicles suitable for various monitoring scenarios through the actual test in traffic identification and instrument monitoring scenarios, so as to help the development of national intelligent monitoring field. The YOLO-based intelligent patrol vehicle independently developed in this paper is capable of monitoring machines and equipment at work, warehouses and other places as well as identifying and detecting traffic road signs by remote control through Raspberry PI, Internet of Things technology and deep learning algorithm. The inspection car can be controlled by the user remotely, or the car can automatically detect the equipment according to the user's route setting. At the same time, the car has the automatic obstacle avoidance function, which can avoid obstacles intelligently. In addition, the patrol car can run on the highway so as to play the function of road condition detection, including traffic sign recognition, road fault recognition, abnormal situation capture, etc. The intelligent patrol vehicle developed in this paper reduces the human monitoring labor, and can effectively improve the detection efficiency, greatly convenient people's lives, and has strong implementability.","","979-8-3503-1060-3","10.1109/ICCASIT58768.2023.10351695","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10351695","Intelligent recognition;YOLO;OpenCV;traffic signs;equipment monitoring","Roads;Transportation;Inspection;Market research;Production facilities;Safety;Automobiles","","","","16","IEEE","15 Dec 2023","","","IEEE","IEEE Conferences"
"6G-Enabled Short-Term Forecasting for Large-Scale Traffic Flow in Massive IoT Based on Time-Aware Locality-Sensitive Hashing","F. Wang; M. Zhu; M. Wang; M. R. Khosravi; Q. Ni; S. Yu; L. Qi","School of Computer Science, Qufu Normal University, Rizhao, China; Facility Horticulture Laboratory of Universities in Shandong, Weifang University of Science and Technology, Shouguang, China; School of Cyber Science and Engineering, Qufu Normal University, Rizhao, China; Department of Computer Engineering, Persian Gulf University, Bushehr, Iran; School of Computing and Communications, Lancaster University, Lancaster, U.K.; Faculty of Engineering and Information Technology, University of Technology Sydney, Sydney, NSW, Australia; School of Computer Science, Qufu Normal University, Rizhao, China","IEEE Internet of Things Journal","24 Mar 2021","2021","8","7","5321","5331","With the advent of the Internet of Things (IoT) and the increasing popularity of the intelligent transportation system, a large number of sensing devices are installed on the road for monitoring traffic dynamics in real time. These sensors can collect streaming traffic data distributed across different traffic sites, which constitute the main source of big traffic data. Analyzing and mining such big traffic data in massive IoT can help traffic administrations to make scientific and reasonable traffic scheduling decisions, so as to avoid prospective traffic congestions in the future. However, the above traffic decision making often requires frequent and massive data transmissions between distributed sensors and centralized cloud computing centers, which calls for lightweight data integrations and accurate data analyses based on large-scale traffic data. In view of this challenge, a big data-driven and nonparametric model aided by 6G is proposed in this article to extract similar traffic patterns over time for accurate and efficient short-term traffic flow prediction in massive IoT, which is mainly based on time-aware locality-sensitive hashing (LSH). We design a wide range of experiments based on a real-world big traffic data set to validate the feasibility of our proposal. Experimental reports demonstrate that the prediction accuracy and efficiency of our proposal are increased by 32.6% and 97.3%, respectively, compared with the other two competitive approaches.","2327-4662","","10.1109/JIOT.2020.3037669","National Natural Science Foundation of China(grant numbers:61872219); Natural Science Foundation of Shandong Province(grant numbers:ZR2019MF001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9257467","6G;intelligent transportation system (ITS);large-scale traffic management;massive Internet of Things (IoT);short-term traffic forecasting;time-aware locality-sensitive hashing (LSH)","6G mobile communication;Roads;Distributed databases;Transportation;Traffic control;Internet of Things;Proposals","","32","","30","IEEE","12 Nov 2020","","","IEEE","IEEE Journals"
"A Hardware-Assisted Heartbeat Mechanism for Fault Identification in Large-Scale IoT Systems","M. Banerjee; C. Borges; K. -K. R. Choo; J. Lee; C. Nicopoulos","Department of Electrical and Computer Engineering, University of Texas at San Antonio, San Antonio, TX, USA; Department of Electrical and Computer Engineering, University of Texas at San Antonio, San Antonio, TX, USA; Department of Electrical and Computer Engineering, the University of Texas at San Antonio, San Antonio, TX, USA; Institute of Cyber Security and Privacy, Korea University, Seoul, Korea; Department of Electrical and Computer Engineering, the University of Cyprus, Nicosia, Cyprus","IEEE Transactions on Dependable and Secure Computing","11 Mar 2022","2022","19","2","1254","1265","With increased inter-connectivity among disparate devices, such as Internet-of-Things (IoT) devices, including those deployed in a nation’s critical infrastructure, there is a need to ensure that any failure in the deployed devices can be detected. The capability to automatically detect device failures is particularly crucial in a large-scale, complex IoT system, since it can be very time-consuming and challenging to investigate a large number of geographically-dispersed devices that are also of different makes and types. In this paper, we present a faulty-device identification technique that is designed to achieve lightweight processor-level architectural support. Specifically, a hardware-based monitoring agent is incorporated within a processor and connected to a separate monitoring program when an examination is required. By analyzing information collected by the agent, the monitoring program determines whether the device being monitored is functioning. Findings from our detailed evaluation demonstrate that the proposed approach can detect around 90 percent of the failures with minimal hardware overhead of approximately 5k gates. This area overhead is reasonable and amounts to 7.69 percent of the ARM Cortex-M4 – a lightweight IoT-class processor – that has a total area (excluding optional caches and scratch-pad memory) of 65k gates.","1941-0018","","10.1109/TDSC.2020.3009212","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9142419","Self testing;control-flow integrity;Internet-of-Things (IoT)","Monitoring;Heart beat;Biomedical monitoring;Circuit faults;Logic gates;Computer security;Task analysis","","9","","45","IEEE","16 Jul 2020","","","IEEE","IEEE Journals"
"Through the Soil Long Range Wireless Power Transfer for Agricultural IoT Networks","B. Nieman; C. S. Johnson; M. Pearce; T. Marcrum; M. C. Thorne; C. Ashby; C. W. Van Neste","Center for Energy Systems Research, Tennessee Technological University, Cookeville, TN, USA; Electrical and Computer Engineering Department, Tennessee Technological University, Cookeville, TN, USA; Center for Energy Systems Research, Tennessee Technological University, Cookeville, TN, USA; Center for Energy Systems Research, Tennessee Technological University, Cookeville, TN, USA; Electrical and Computer Engineering Department, Tennessee Technological University, Cookeville, TN, USA; Electrical and Computer Engineering Department, Tennessee Technological University, Cookeville, TN, USA; Electrical and Computer Engineering Department, Tennessee Technological University, Cookeville, TN, USA","IEEE Transactions on Industrial Electronics","17 Aug 2023","2024","71","2","2090","2099","Increasing the spatial and temporal density of data using networked sensors, known as the Internet of Things (IoT), can lead to enhanced productivity and cost savings in a host of industries. Where applications involve large outdoor expanses, such as farming, oil and gas, or defense, large regions of unelectrified land could yield significant benefits if instrumented with a high density of IoT systems. The major limitation of expanding IoT networks in such applications stems from the challenge of delivering power to each sensing device. Batteries, generators, and renewable sources have predominately been used to address the challenge, but these solutions require constant maintenance or are sensitive to environmental factors. This work presents a novel approach where conduction currents through soil are utilized for the wireless powering of sensor networks, initial investigation is within an 0.8-ha (2-acre) area. The technique is not line-of-sight, powers all devices simultaneously through near-field mechanics, and has the ability to be minimally invasive to the working environment. A theory of operation is presented and the technique is experimentally demonstrated in an agricultural setting. Scaling and transfer parameters are discussed.","1557-9948","","10.1109/TIE.2023.3250743","National Science Foundation(grant numbers:1841469,2226612); Center for Energy Systems Research; Electrical and Computer Engineering Department at Tennessee Technological University, Cookeville, TN, USA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10061422","Conduction;long range;through the soil;wireless power transfer","Soil;Robot sensing systems;Integrated circuit modeling;Geometry;Electrodes;Mathematical models;Electric potential","","3","","31","CCBY","6 Mar 2023","","","IEEE","IEEE Journals"
"Multi-panel extra-large scale MIMO based joint activity detection and channel estimation for near-field massive IoT access","Z. Gao; H. Xiu; Y. Mei; A. Liao; M. Ke; C. Hu; M. -S. Alouini","School of Information and Electronics, Beijing Institute of Technology, Jiaxing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; MIIT Key Laboratory of Complex-Field Intelligent Sensing, Beijing Institute of Technology, Beijing, China; Division of Physical Sciences and Engineering, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia","China Communications","22 May 2023","2023","20","5","232","243","The extra-large scale multiple-input multiple-output (XL-MIMO) for the beyond fifth/sixth generation mobile communications is a promising technology to provide Tbps data transmission and stable access service. However, the extremely large antenna array aperture arouses the channel near-field effect, resulting in the deteriorated data rate and other challenges in the practice communication systems. Meanwhile, multi-panel MIMO technology has attracted extensive attention due to its flexible configuration, low hardware cost, and wider coverage. By combining the XL-MIMO and multi-panel array structure, we construct multi-panel XL-MIMO and apply it to massive Internet of Things (IoT) access. First, we model the multi-panel XL-MIMO-based near-field channels for massive IoT access scenarios, where the electromagnetic waves corresponding to different panels have different angles of arrival/departure (AoAs/AoDs). Then, by exploiting the sparsity of the near-field massive IoT access channels, we formulate a compressed sensing based joint active user detection (AUD) and channel estimation (CE) problem which is solved by AMP-EM-MMV algorithm. The simulation results exhibit the superiority of the AMP-EM-MMV based joint AUD and CE scheme over the baseline algorithms.","1673-5447","","10.23919/JCC.fa.2022-0138.202305","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10130736","extra-large scale MIMO;massive IoT access;active user detection;channel estimation;multipanel;approximate message passing","MIMO communication;Radio frequency;Millimeter wave communication;Channel estimation;Antenna arrays;Signal processing algorithms;Apertures","","","","","","22 May 2023","","","IEEE","IEEE Magazines"
"HCloud: A trusted JointCloud serverless platform for IoT systems with blockchain","Z. Huang; Z. Mi; Z. Hua","Institute of Parallel and Distributed Systems, Shanghai Jiao Tong University, Shanghai, China; Institute of Parallel and Distributed Systems, Shanghai Jiao Tong University, Shanghai, China; Institute of Parallel and Distributed Systems, Shanghai Jiao Tong University, Shanghai, China","China Communications","25 Sep 2020","2020","17","9","1","10","Cloud computing has been exploited in managing large-scale IoT systems. IoT cloud servers usually handle a large number of requests from various IoT devices. Due to the fluctuant and heavy workload, the servers require the cloud to provide high scalability, stable performance, low price and necessary functionalities. However, traditional clouds usually offer computing service with the abstraction of virtual machine (VM), which can hardly meet these requirements. Meanwhile, different cloud vendors provide different performance stabilities and price models, which fluctuate according to the dynamic workload. A single cloud cannot satisfy all the requirements of the IoT scenario well. The JointCloud computing model empowers the cooperation among multiple public clouds. However, it is still difficult to dynamically schedule the workload on different clouds based on the VM abstraction. This paper introduces HCloud, a trusted JointCloud platform for IoT systems using serverless computing model. HCloud allows an IoT server to be implemented with multiple serverless functions and schedules these functions on different clouds based on a schedule policy. The policy is specified by the client and includes the required functionalities, execution resources, latency, price and so on. HCloud collects the status of each cloud and dispatches serverless functions to the most suitable cloud based on the schedule policy. By leveraging the blockchain technology, we further enforce that our system can neither fake the cloud status nor wrongly dispatch the target functions. We have implemented a prototype of HCloud and evaluated it by simulating multiple cloud providers. The evaluation results show that HCloud can greatly improve the performance of serverless workloads with negligible costs.","1673-5447","","10.23919/JCC.2020.09.001","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9205972","IoT;blockchain;serverless;joint-cloud","Cloud computing;Blockchain;Schedules;Internet of Things;Servers;Monitoring;Libraries","","12","","","","25 Sep 2020","","","IEEE","IEEE Magazines"
